Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE-Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,anomaly
00110614,703351,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300004001.0,0.0,15,14,070600000,ST,1
23762202UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z6,0,0,100,,3000,3000.0,5300237421.0,0.0,1,28,010103000,ST,0
00401728,708082,,0,0,0,0,F,,203,203.0,Z001,Y2,410,1786,100,E11,3000,,5300133081.0,0.0,1,98,140100000,ST,0
60059934,1000,,0,0,0,0,F,,991,991.0,Z012,Z1,0,0,1,,3000,,5300449701.0,0.0,1,3,10401000,ST,0
80910618,2000,,0,0,0,0,F,40.0,995,203.0,Z012,Z1,0,0,100,,3000,3000.0,5300297801.0,0.0,1,999,520100000,ST,0
60013031,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2100,,5300370798.0,0.0,1,42,0,ST,0
00380559,708008,,0,0,0,0,F,,706,706.0,Z002,Y2,0,0,100,E11,2000,,5300136494.0,0.0,1,14,120000000,ST,0
96191007,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300316787.0,0.0,1,999,010102000,ST,0
34460400,715408,,0,0,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300436154.0,3.0,1,56,010403000,ST,0
82011030UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2000,,5300084231.0,0.0,1,28,10102000,ST,0
80440107,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2000,,5300147717.0,0.0,1,14,520100000,ST,0
00110164,700466,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300002013.0,0.0,1,28,090300000,ST,1
60111337,708148,,0,0,0,0,F,,206,206.0,Z012,Z1,270,80635,1,,3000,,5300526744.0,0.0,1,90,520300000,ST,0
00393894,704039,,0,0,0,0,F,,206,206.0,Z001,Y4,4600,139753,1,E13,2100,,5300126174.0,0.0,1,50,530103000,KG,1
00346490,708235,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,100,E13,2100,,5300137177.0,0.0,1,28,080200000,ST,0
96163083,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,100,E19,2100,,5300142470.0,0.0,1,28,010102000,ST,0
23786801,704926,,0,0,0,0,F,,223,223.0,Z002,Z7,0,0,1,,2000,,5300378759.0,0.0,1,35,010102000,ST,0
31059500,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300270613.0,0.0,1,7,550100000,ST,0
23287200,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,10,48895,1,,3000,3000.0,5300232415.0,0.0,1,42,010402000,ST,0
36064300,707655,,0,0,0,0,F,,272,272.0,Z012,FX,40,10192,1,,3000,,5300172894.0,0.0,1,42,010401000,ST,1
25020527,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2100,,5300148151.0,0.0,1,56,010502000,ST,0
00200105,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y4,100,292,100,E15,3000,3000.0,5300204373.0,0.0,1,21,100202000,ST,0
24260400UB,2000,,0,0,0,0,F,40.0,202,202.0,Z012,Z4,0,0,1,,3000,3000.0,5300243989.0,0.0,1,42,10401000,ST,0
60046672,700000,,0,0,0,0,F,,723,723.0,Z001,X3,10,12614,1,E20,2000,,5300410197.0,0.0,1,42,010500000,ST,1
04004741,707779,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,1,,2000,,5300124548.0,0.0,1,42,130000000,ST,0
60063454,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2100,,5300465530.0,0.0,1,14,520100000,ST,0
00004819,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,20,592,100,E11,3000,,5300121529.0,0.0,1,14,070400000,ST,0
95194412UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,100,,3000,3000.0,5300314259.0,0.0,1,999,10401000,ST,0
00190111,709277,,0,0,0,0,F,,203,203.0,Z001,Y2,180,14474,100,E15,2000,,5300367694.0,0.0,2,28,070300000,ST,0
23641402,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300038865.0,0.0,1,28,010102000,ST,0
24341207UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300244759.0,0.0,1,42,10102000,ST,0
29212002UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300265644.0,0.0,1,28,10102000,ST,0
28185300UB,701318,,0,0,0,0,F,30.0,202,202.0,Z001,Z2,0,0,1,,2000,,5300084156.0,3.0,1,42,10403000,ST,0
60013392,2000,,0,0,0,0,F,40.0,216,216.0,Z012,Z1,0,0,1,,3000,3000.0,5300370573.0,0.0,1,999,550100000,ST,0
00381140,702225,,0,0,0,0,F,,221,221.0,Z001,Z0,1390,111911,100,,3000,,5300179708.0,0.0,1,28,010102000,ST,0
04102064,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,5300138408.0,0.0,1,21,140100000,ST,0
60039807,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300392527.0,0.0,1,29,10102000,ST,0
60048799,702686,5500007736.0,10,28,28,112,F,,715,715.0,Z003,Y6,20,12213,1,E13,2000,,5300413704.0,0.0,1,84,80100000,ST,0
24726300UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300252303.0,0.0,1,999,10401000,ST,0
00422789,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300219378.0,0.0,1,35,10103000,ST,0
28181900UB,700585,4600012585.0,10,84,0,0,F,,203,203.0,Z010,Y5,80,62712,1,E14,3000,,5300084186.0,0.0,1,14,10401000,ST,0
04006466,707165,,0,0,0,0,F,,272,272.0,Z012,Z1,70,6423,1,,3000,,5300140683.0,0.0,1,63,130600000,ST,0
00400090,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2000,,5300016370.0,0.0,1,14,010201000,MM,0
60068199,1000,,0,0,0,0,F,,991,991.0,Z012,Z1,0,0,1,,3000,,5300454427.0,0.0,1,3,10401000,ST,0
60119833,700000,,0,0,0,0,F,,279,279.0,Z012,Z7,680,14382,100,,3000,,5300537857.0,0.0,1,28,010102000,ST,0
00110809,700222,,0,0,0,0,F,,208,208.0,Z011,Y3,0,0,1,E11,2000,,5300004481.0,0.0,1,21,070600000,ST,0
00300340,2000,,0,0,0,0,F,40.0,219,219.0,Z012,Z1,0,0,1,,3000,3000.0,5300207474.0,0.0,1,35,110000000,ST,0
60029404,702686,5500007888.0,10,28,28,112,F,,715,715.0,Z003,Y6,60,48281,1,E13,2000,,5300381573.0,0.0,1,84,80100000,ST,0
23504800UB,702399,,0,0,0,0,F,,228,228.0,Z001,Y4,0,0,100,E14,2100,,5300370872.0,0.0,1,42,010401000,ST,0
95154266UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300164977.0,0.0,1,42,10102000,ST,0
23285800UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300024488.0,3.0,1,3,10403000,ST,0
31080402,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300038219.0,0.0,1,3,010304000,ST,0
34759002,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300284168.0,0.0,1,28,10103000,ST,0
01160400UB,702001,,0,0,0,0,F,40.0,203,203.0,Z001,Z1,0,0,1,,2100,,5300024756.0,0.0,1,3,131100000,ST,1
00392364,708148,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300141571.0,0.0,1,180,520300000,ST,0
00401722,700020,,0,0,0,0,F,40.0,219,219.0,Z001,Z1,0,0,100,,2100,,5300150081.0,0.0,1,2,140200000,ST,0
00347304,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Z7,70,25919,1,,3000,3000.0,5300211504.0,0.0,1,56,080200000,ST,0
00421811,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300218954.0,0.0,1,28,10103000,ST,0
00300107,703335,,0,0,0,0,F,,219,219.0,Z012,Z2,30,4338,1,,3000,,5300016178.0,0.0,1,42,140200000,ST,0
30020376.1,1900,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300087150.0,0.0,1,5,010102000,ST,0
00280146,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,1,E11,3000,3000.0,5300206590.0,0.0,1,7,90300000,ST,0
95070220,703929,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300415406.0,3.0,1,7,010302000,ST,0
00310367,708082,,0,0,0,0,F,,203,203.0,Z012,Z2,850,3772,100,,3000,,5300132965.0,0.0,1,90,140200000,ST,0
60079662,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300464093.0,0.0,1,42,10100000,ST,0
17403500,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300226114.0,0.0,1,25,10400000,ST,0
23058701,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300230003.0,0.0,1,999,550100000,ST,0
95110168,706713,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300095431.0,0.0,1,30,080100000,PAK,1
95130699,702686,,0,0,0,0,F,,215,215.0,Z003,Y4,0,0,1,E13,2100,,5300086513.0,0.0,1,84,080100000,ST,0
00345507,709734,,0,0,0,0,F,,215,215.0,Z001,Z1,30,1107,1,,2000,,5300196280.0,0.0,1,56,080400000,ST,0
23778900,1000,,0,0,0,0,F,,991,991.0,Z008,TB,70,6335,1,,3000,,5300022387.0,0.0,1,3,010401000,ST,0
34283300,2100,,0,0,0,0,F,41.0,213,213.0,Z008,Z3,190,30186,1,,2000,2000.0,5300199307.0,0.0,1,3,010401000,ST,0
23266800UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300232073.0,0.0,1,42,10401000,ST,0
24377800UB,700119,,0,0,0,0,F,30.0,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300165720.0,0.0,1,42,10403000,ST,0
270237,703564,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300033991.0,0.0,40,112,060200000,ST,0
60028433,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300379540.0,0.0,1,3,10102000,ST,0
60073392,2000,,0,0,0,0,F,40.0,231,231.0,Z001,Z1,120,4787,100,,2100,3000.0,5300453098.0,0.0,1,2,100202000,ST,0
95130558,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300305242.0,0.0,1,999,550100000,ST,0
60006087,702584,,0,0,0,0,F,,276,276.0,Z012,Y4,30,45205,1,E13,3000,,5300318080.0,0.0,1,280,070600000,ST,0
30020884,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300141391.0,0.0,1,5,060100000,ST,0
495105,700185,,0,0,0,0,F,,203,203.0,Z001,Z3,0,0,1,,2000,,5300049702.0,0.0,1,28,130000000,ST,0
28214800,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300405563.0,0.0,1,42,010403000,ST,0
28224901,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,60,14832,1,,3000,3000.0,5300405591.0,0.0,1,42,010102000,ST,0
60133851,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300550454.0,0.0,1,3,10405000,ST,0
01180405,709641,,0,0,0,0,F,,215,215.0,Z012,Y2,0,0,100,E13,3000,,5300167009.0,0.0,1,49,100100000,ST,0
24479807UB,715646,,0,0,0,0,F,40.0,228,228.0,Z010,Y2,0,0,1,E11,3000,,5300509277.0,0.0,1,28,10102000,ST,0
00346799,705072,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300163933.0,0.0,1,14,080600000,ST,1
00110031,700466,,0,0,0,0,F,,203,203.0,Z001,Y3,0,0,1,E12,2100,,5300001308.0,0.0,1,14,071000000,ST,1
23431601,703929,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300415122.0,3.0,1,7,060100000,ST,0
60062921,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300429286.0,0.0,1,70,010102000,ST,0
04002613,700418,,0,0,0,0,F,,278,278.0,Z012,Y4,350,3533,100,E13,3000,,5300106670.0,0.0,1,35,050200000,ST,1
34251700,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,10,25161,1,,3000,3000.0,5300405677.0,0.0,1,42,010401000,ST,0
28300201,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300265286.0,0.0,1,42,010102000,ST,0
60085056,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300468586.0,0.0,1,10,010501000,ST,0
00350787,701806,5500003585.0,10,4,4,60,F,,708,708.0,Z011,V5,9030,3139,100,E98,2000,,5300391586.0,0.0,2,4,140200000,ST,0
24270100,2000,,0,0,0,0,F,40.0,223,223.0,Z012,TB,0,0,1,,3000,3000.0,5300244021.0,0.0,1,56,10403000,ST,0
00111454UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Y3,0,0,100,E12,3000,3000.0,5300201855.0,0.0,1,42,10102000,ST,0
00311500,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,0,0,1,,2000,,5300173809.0,0.0,1,35,090100000,ST,0
00130062,703568,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300010933.0,0.0,15,84,070200000,ST,0
96192182,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300316889.0,0.0,1,999,10102000,ST,0
23469001,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300029633.0,0.0,1,28,010502000,ST,0
24937200UB,702225,,0,0,0,0,F,,213,213.0,Z008,TB,0,0,1,,2000,,5300191689.0,0.0,1,56,10402000,ST,0
24155300,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300243054.0,0.0,1,28,10401000,ST,0
00311570UB,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,1,,3000,3000.0,5300209007.0,0.0,1,14,30202000,ST,0
23928000,702225,,0,0,0,0,F,30.0,213,213.0,Z004,TB,60,167703,1,,2000,,5300175354.0,3.0,1,63,550100000,ST,0
00390874,2000,,0,0,0,0,F,40.0,206,206.0,Z003,X1,1620,90089,1,,2100,2100.0,5300077179.0,0.0,1,3,530300000,ST,0
23052504UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,100,E19,2100,,5300137784.0,0.0,1,56,10102000,ST,0
04002094,706900,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300114841.0,0.0,1,14,090300000,ST,0
23014801UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300228995.0,0.0,1,28,10102000,ST,0
34510500,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,20,64051,1,,3000,3000.0,5300280838.0,0.0,1,42,010401000,ST,0
28235702,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300264567.0,0.0,1,999,10102000,ST,0
60069477,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300506448.0,0.0,1,70,010102000,ST,0
60068043,708008,,0,0,0,0,F,,996,203.0,Z008,Y2,0,0,100,E11,2100,,5300449564.0,0.0,1,999,520200000,ST,0
34283401,700909,,0,0,0,0,F,,233,233.0,Z001,Y3,230,9614,1,E15,2000,,5300053009.0,0.0,1,28,060100000,ST,0
04006715,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,0,0,1,,2100,,5300143314.0,0.0,1,49,110400000,ST,0
24019901,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,100,,3000,3000.0,5300241285.0,0.0,1,42,10301000,ST,0
23461508UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,2000,,5300190288.0,0.0,1,30,10102000,ST,0
80431526,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,50,480,100,E11,2000,,5300163505.0,0.0,1,14,520100000,ST,0
00210936,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,100,,3000,3000.0,5300204754.0,0.0,1,56,140100000,ST,0
04006661,1900,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300150501.0,0.0,1,5,110500000,ST,0
60008356,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300373695.0,0.0,1,29,010102000,ST,0
24242505,703929,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300415194.0,3.0,1,7,550000000,ST,1
80440213,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y4,0,0,100,E11,3000,3000.0,5300295357.0,0.0,1,14,520100000,ST,0
00120274,705086,,0,0,0,0,F,,708,708.0,Z010,Y4,40,3034,1,E12,2000,,5300359636.0,0.0,1,42,070400000,ST,0
24774260UB,2000,,0,0,0,0,F,40.0,216,216.0,Z012,Z1,0,0,1,,3000,3000.0,5300254014.0,0.0,1,999,10401000,ST,0
04002507,705812,,0,0,0,0,F,,215,215.0,Z001,Y4,0,0,100,E11,2000,,5300106597.0,0.0,1,14,080600000,ST,1
95050019,703929,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300415388.0,3.0,1,7,010202000,ST,1
24641600,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300198474.0,0.0,1,42,10402000,ST,0
00170252,705427,,0,0,0,0,F,,203,203.0,Z010,Y5,1540,4752,100,E13,2000,,5300093469.0,0.0,1,84,050100000,ST,0
95140102,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2100,,5300092164.0,0.0,1,28,010102000,ST,0
00345298,700449,,0,0,0,0,F,,203,203.0,Z001,Z1,10,10762,1,,2000,,5300076657.0,0.0,1,91,080400000,ST,1
00385874,703001,,0,0,0,0,F,,203,203.0,Z001,Y2,130,902,100,E11,3000,,5300134744.0,0.0,1,140,140100000,ST,0
23651000UB,702225,,0,0,0,0,F,,213,213.0,Z008,TB,0,0,1,,2100,,5300039321.0,0.0,1,63,10403000,ST,0
30124206,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300269366.0,0.0,1,999,10102000,ST,0
28126200UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300064244.0,0.0,1,3,10403000,ST,0
494330,709451,,0,0,0,0,F,,233,233.0,Z011,Y2,2180,26588,100,E13,2100,,5300159090.0,0.0,1,14,060100000,ST,0
60075860,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300454857.0,0.0,1,20,10102000,ST,0
00240245,704239,5500005435.0,10,60,60,183,F,,708,708.0,Z011,Y5,1260,464926,1,E13,2100,,5300143131.0,0.0,1,360,90200000,ST,1
25980188,1900,,0,0,0,0,F,,272,272.0,Z012,Z1,10,837,1,,3000,,5300368309.0,0.0,1,19,070400000,ST,0
00370800,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2100,,5300185389.0,0.0,1,21,140700000,ST,0
34638002,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E13,2700,,5300060692.0,0.0,1,42,140100000,ST,0
04105295,701348,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2100,,5300104797.0,0.0,1,42,090300000,ST,0
60035141,701318,,0,0,0,0,F,,202,202.0,Z001,Y3,300,2250,100,E13,2100,,5300414627.0,0.0,1,28,010102000,ST,0
21713301,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300228727.0,0.0,1,25,10203000,ST,1
60072462,702779,,0,0,0,0,F,,276,276.0,Z012,Y4,0,0,1,E11,3000,,,,1,70,080100000,ST,0
60084907,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,100,E13,2100,,5300500359.0,0.0,1,28,010102000,ST,0
04001614,707779,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,100,,2100,,5300124136.0,0.0,1,21,140400000,ST,0
01502704,701528,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E14,2000,,5300168611.0,0.0,1,56,010502000,ST,0
95194390,2000,,0,0,0,0,F,40.0,211,211.0,Z012,Z1,800,32512,1,,3000,3000.0,5300314237.0,0.0,1,42,010301010,ST,0
60034539,702686,,0,0,0,0,F,40.0,215,215.0,Z003,Y6,0,0,1,E13,2100,,5300386209.0,0.0,1,84,080100000,ST,0
60109998,708008,,0,0,0,0,F,,996,203.0,Z008,Y2,0,0,100,E11,2100,,5300526639.0,0.0,1,999,520200000,ST,0
95050080,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300301120.0,0.0,1,10,550100000,ST,0
24936908,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300256077.0,0.0,1,999,10102000,ST,0
23116300UB,702399,,0,0,0,0,F,30.0,228,228.0,Z001,Y4,0,0,1,E14,2100,,5300089880.0,3.0,1,42,10400000,ST,0
24563301,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Y2,0,0,100,E12,3000,3000.0,5300248675.0,0.0,1,999,10102000,ST,0
30970027,702779,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300102474.0,0.0,1,14,080600000,ST,0
04007462,707144,,0,0,0,0,F,,279,279.0,Z001,Y4,500,8771,100,E11,3000,,5300168930.0,0.0,1,42,131400000,ST,0
00370495,701806,,0,0,0,0,F,,208,208.0,Z011,V4,3150,2519,100,E98,3000,,5300174004.0,0.0,2,13,140100000,ST,0
23799302UB,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,100,E11,2000,,5300506787.0,0.0,1,28,10102000,ST,0
60079584,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300463985.0,0.0,1,3,10403000,ST,0
00240267,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,0,0,1,,2100,,5300165256.0,0.0,1,35,110400000,ST,0
23873371UB,715646,,0,0,0,0,F,40.0,228,228.0,Z010,Y2,0,0,100,E11,3000,,5300509263.0,0.0,1,28,10102000,ST,0
96080264,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300315025.0,0.0,1,42,10102000,ST,0
60088222,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300469524.0,0.0,1,10,010403000,ST,0
00393421,704232,4600004693.0,50,28,0,0,F,40.0,206,206.0,Z001,Z1,0,0,1,,2100,,5300063284.0,0.0,1,3,520300000,ST,0
60113181,708038,,0,0,0,0,F,,989,998.0,Z001,Z1,0,0,1,,2100,,5300532644.0,0.0,1,999,080100000,ST,0
04005135,701112,,0,0,0,0,F,,272,272.0,Z012,Z2,90,14373,1000,,3000,,5300119991.0,0.0,1,28,110100000,ST,0
60073485,701979,,0,0,0,0,F,,206,206.0,Z012,Z1,0,0,100,,3000,,5300455653.0,0.0,1,180,520300000,ST,0
04005626,707165,,0,0,0,0,F,,272,272.0,Z012,Z7,80,110996,1,,3000,,5300114847.0,0.0,1,63,130600000,ST,0
00260086,2000,,0,0,0,0,F,40.0,264,264.0,Z008,Z2,0,0,100,,3000,3000.0,5300205605.0,0.0,1,140,140700000,ST,0
00386188,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,0,0,100,E11,2100,,5300183799.0,0.0,1,14,120000000,ST,0
00392576,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,50,48957,1,,3000,3000.0,5300215656.0,0.0,1,999,520300000,ST,0
33619900UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2100,,5300049623.0,0.0,1,56,10401000,ST,0
34750400UB,715408,,0,0,0,0,F,,223,223.0,Z004,TB,0,0,1,,2000,,5300434993.0,0.0,1,56,10403000,ST,0
23595600,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300235412.0,0.0,1,365,550100000,ST,0
28142703,701340,,0,0,0,0,F,,208,208.0,Z001,Y4,0,0,100,E13,2100,,5300090376.0,0.0,1,63,100200000,ST,0
60037077,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300427031.0,0.0,0,56,550100000,ST,0
60025176,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,2000,,5300376432.0,0.0,1,42,10401000,ST,0
36020027,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300116845.0,0.0,1,5,010502000,ST,0
23756513,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z2,0,0,100,,3000,3000.0,5300237247.0,0.0,1,99,10102000,ST,0
95154213,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300308030.0,0.0,1,999,550100000,ST,0
00200081,700417,,0,0,0,0,F,,707,707.0,Z003,Y4,370,8389,1,E13,2800,,5300002646.0,0.0,1,21,140000000,ST,0
00311094,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,0,0,1,,2100,,5300063041.0,0.0,1,37,110400000,ST,0
00280184,701584,,0,0,0,0,F,,703,703.0,Z001,Z1,0,0,1,,2100,,5300013635.0,0.0,1,56,131500000,ST,1
60040205,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,100,E11,3000,,5300503170.0,0.0,1,28,010502000,ST,0
25450112,700151,,0,0,0,0,F,,277,277.0,Z012,Y4,0,0,100,E13,3000,,5300122074.0,0.0,1,28,060100000,ST,0
01507601,709641,,0,0,0,0,F,,215,215.0,Z001,Y4,1160,3436,100,E13,2000,,5300167006.0,0.0,1,49,100100000,ST,0
23781403UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300022494.0,0.0,1,28,10102000,ST,0
23085600UB,2000,,0,0,0,0,F,40.0,218,218.0,Z012,Z1,0,0,1,,3000,3000.0,5300230528.0,0.0,1,999,10402000,ST,1
23276200,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300232237.0,0.0,1,365,550100000,ST,0
23465000,703929,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300415126.0,3.0,1,7,140100000,ST,0
21295700UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300227719.0,0.0,1,42,10401000,ST,0
