Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,uuid,outlier_features,algorithm,anomaly_normal
60075084,709741.0,5500008897.0,20.0,42.0,42,42,F,,213,213.0,Z008,X5,0.0,0.0,0.0,1.0,E20,2000.0,,5300496814.0,3.0,1,42,10403000,ST,0.0,57ff399b046b48fda5450895d12024e7,"Dispolosgröße, Planlieferzeit Vertrag, Vertrag Fix1, Vertragsposition OB","IForest, ECOD",1.0
60091684,709741.0,5500006270.0,10.0,42.0,42,42,F,30.0,213,213.0,Z008,X5,20.0,17991.0,899.55,1.0,E20,2100.0,,5300494412.0,3.0,1,42,10403000,ST,0.0,daf2ad6e9c034e579d19a53e49b7b370,"Dispolosgröße, Planlieferzeit Vertrag, Vertrag Fix1","IForest, ECOD, COPOD",0.0
60017880,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Z3,580.0,1716634.0,2959.713793103448,1.0,,2100.0,,5300533342.0,0.0,1,49,10401000,ST,0.0,8d90e5d1d660490383f6f9f956eea785,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
35145000UB,702225.0,,0.0,0.0,0,0,F,30.0,213,213.0,Z008,Z2,4660.0,1495394.0,320.9,1.0,,2000.0,,5300075441.0,3.0,1,56,10401000,ST,0.0,dee3ba5288c34bc2bc5df942db225329,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
23246300,702225.0,5500006539.0,10.0,42.0,42,112,F,,213,213.0,Z008,Z3,28730.0,1195179.0,41.60038287504351,1.0,,2000.0,,5300057859.0,0.0,1,42,10401000,ST,0.0,1744806b5b994cb3924ca61414117c65,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
23112500,715408.0,4600012826.0,40.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,130.0,1232916.0,9483.969230769231,1.0,,2000.0,,5300544753.0,3.0,1,56,10403000,ST,0.0,e3ce6a45ea774c79bc7af80afee5dede,"Gesamtwert, Vertragsposition OB, DispoGruppe, Planlieferzeit Vertrag, Vertrag OB","kNN, IForest, ECOD, COPOD",1.0
34920100,715408.0,4600012887.0,40.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2000.0,,5300436349.0,3.0,1,56,10403000,ST,0.0,2a7b05a0408540ec8338a3d4bc0abc94,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
34635600,715408.0,4600012925.0,10.0,56.0,0,0,F,,223,223.0,Z004,TB,50.0,2807562.0,56151.24,1.0,,2700.0,,5300436317.0,0.0,1,56,10403000,ST,0.0,8205643675e2472c9e2ee7abbeb2dc05,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
23112500,715408.0,4600012826.0,40.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,130.0,1232916.0,9483.969230769231,1.0,,2000.0,,5300544753.0,0.0,1,56,10403000,ST,0.0,dca06c07dd94461084dfa3817d7e63fc,"Lieferant OB, Materialnummer, Infosatznummer",kNN,1.0
34733200,715408.0,4600012887.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2100.0,,5300436336.0,3.0,1,56,10403000,ST,0.0,16a36ffa17e340749717afe8ceca6678,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
34733200,715408.0,4600012887.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2000.0,,5300436336.0,3.0,1,56,10403000,ST,0.0,97c7ed758acd499e878c628b79a0a1ae,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
60049215,715408.0,4600012893.0,20.0,84.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2000.0,,5300461803.0,3.0,1,56,10403000,ST,0.0,935f0a5511fa49f6ada5ce3764f40d6b,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
34733300,715408.0,4600012887.0,30.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2000.0,,5300436338.0,3.0,1,56,10403000,ST,0.0,01fc621e05d54ea9a92735f4a2c5e6a2,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,0.0
60042317,715408.0,4600012547.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,10.0,321741.0,32174.1,1.0,,2000.0,,5300436673.0,3.0,1,56,10403000,ST,0.0,d65b324ce287455f8f0b28abba3a12b8,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,1.0
21280400,715408.0,4600012906.0,90.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,0.0,0.0,0.0,1.0,,2000.0,,5300548429.0,3.0,1,56,10403000,ST,0.0,5628706d4c8340cfb3a2cc4e6fe81b9d,"DispoGruppe, Planlieferzeit Vertrag, Vertrag OB, Vertragsposition OB","ECOD, COPOD",0.0
95143092,715408.0,4600012328.0,10.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,20.0,164109.0,8205.45,1.0,,3000.0,,5300436203.0,3.0,1,56,10402000,ST,0.0,5292693cc9cc4e9f9dbe6230e898250e,"Infosatztyp, DispoGruppe, Vertrag OB, Einkäufer",IForest,1.0
00170195,701806.0,5500008578.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,17660.0,24598.0,1.3928652321630803,100.0,E20,2100.0,,5300539969.0,0.0,1,21,140700000,ST,0.0,95971f24389c49dca21eed22b871e3b8,"Dispolosgröße, Planlieferzeit Vertrag, Disponent, Einkäufer",IForest,1.0
00370629,700020.0,5500007564.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,1550.0,7715.0,4.97741935483871,100.0,E20,2000.0,,5300064399.0,0.0,1,12,140100000,ST,0.0,d4b7c7e343b041338e8a0c7090239d64,"Dispolosgröße, Planlieferzeit Vertrag, Disponent, Einkäufer",IForest,1.0
00370980,701806.0,5500008453.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,2780.0,1459.0,0.5248201438848921,100.0,E98,2000.0,,5300408554.0,0.0,2,14,140100000,ST,0.0,9b5a992e18774133b951bd71e5daa30d,Dispolosgröße,"IForest, ECOD, COPOD",1.0
00360623,701806.0,5500007795.0,10.0,4.0,4,140,F,,208,208.0,Z011,V4,2110.0,5582.0,2.6454976303317537,100.0,E98,2100.0,,5300390098.0,0.0,2,56,140100000,ST,0.0,d643743561014ac685007e9ef1e48ddd,"Dispolosgröße, Vertrag_Fix2","ECOD, COPOD",1.0
00360809,700020.0,5500008565.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,360.0,1115.0,3.0972222222222223,100.0,E20,2100.0,,5300095167.0,0.0,1,12,140100000,ST,0.0,00ccbba59ed34fe3959c08a994c2a442,"Dispolosgröße, Planlieferzeit Vertrag, Disponent, Einkäufer",IForest,1.0
60021627,701806.0,5500008786.0,10.0,4.0,4,154,F,,208,208.0,Z011,V4,6210.0,79076.0,12.73365539452496,100.0,E98,2000.0,,5300372887.0,0.0,2,99,140100000,ST,0.0,54fee92bfe844589baea8ead82dd9a95,"Dispolosgröße, Vertrag_Fix2","IForest, ECOD, COPOD",1.0
00370768,701806.0,5500008588.0,10.0,4.0,4,60,F,,208,208.0,Z011,V4,50820.0,1125.0,0.0221369539551357,100.0,E98,2000.0,,5300184704.0,0.0,2,14,140100000,ST,0.0,88ad01d265f94385bf399d6b72a0671e,Dispolosgröße,COPOD,1.0
00350789,700020.0,5500008558.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,32600.0,4592.0,0.1408588957055214,100.0,E20,2100.0,,5300077647.0,0.0,1,13,140200000,ST,0.0,9fe319c6436141538dbbea91b2a8981e,"Dispolosgröße, Planlieferzeit Vertrag, Disponent, Einkäufer",IForest,1.0
00360309,701806.0,5500008581.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,1390.0,3374.0,2.4273381294964027,100.0,E98,2000.0,,5300387877.0,0.0,2,14,140100000,ST,0.0,575098afe240408ba6ab98301a5a834d,Dispolosgröße,"IForest, COPOD",1.0
00370149,700020.0,5500008562.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,3300.0,4242.0,1.2854545454545454,100.0,E20,2000.0,,5300001558.0,0.0,1,12,140100000,ST,0.0,40c79bf1372b40649da4146142fd7c8a,"Dispolosgröße, Planlieferzeit Vertrag, Disponent, Einkäufer",IForest,1.0
60038716,701806.0,5500008598.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,10020.0,71434.0,7.129141716566866,100.0,E98,3000.0,,5300391318.0,0.0,2,84,140100000,ST,0.0,e110c8ddf2e4418885f4ab1a6d4c5acf,Dispolosgröße,COPOD,1.0
60058052,701806.0,5500008457.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,220.0,1305.0,5.931818181818182,100.0,E98,2100.0,,5300423957.0,0.0,2,210,140100000,ST,0.0,15b962bc584f46a4be58db75ec711c71,Dispolosgröße,COPOD,1.0
00190246,700020.0,5500007560.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,9270.0,774.0,0.0834951456310679,100.0,E20,3000.0,,5300001643.0,0.0,1,14,140700000,ST,0.0,7ed9a12df5b54e86b226eac29e2b26bd,"Dispolosgröße, Kalender, Disponent, Einkäufer",IForest,1.0
60019789,701806.0,5500007926.0,10.0,4.0,4,60,F,,208,208.0,Z008,V5,2500.0,52943.0,21.1772,100.0,E98,3000.0,,5300379599.0,0.0,2,70,140700000,ST,0.0,b8e772640d89423bbec0d487d35ff5c7,Dispolosgröße,"ECOD, COPOD",1.0
60007938,701806.0,5500008594.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,8030.0,6057.0,0.7542963885429639,1.0,E98,2100.0,,5300408985.0,0.0,2,14,140100000,ST,0.0,2af999bef70645218ee1ae51de511b4c,"Dispolosgröße, Gesamtbestand","IForest, ECOD, COPOD",1.0
00360940,701806.0,5500008702.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,3640.0,1153.0,0.3167582417582417,100.0,E98,2100.0,,5300184844.0,0.0,2,14,140100000,ST,0.0,97387c8132c74820aa72f9b21ae316c9,Dispolosgröße,"ECOD, COPOD",1.0
00371088,700020.0,5500008561.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,5230.0,11075.0,2.117590822179732,100.0,E20,2000.0,,5300125761.0,0.0,1,12,140100000,ST,0.0,638ca759ae6b4290b50ced7bfeb36a2f,"Dispolosgröße, Planlieferzeit Vertrag, Disponent, Einkäufer",IForest,1.0
00170098,701806.0,5500008206.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,5370.0,595.0,0.1108007448789571,100.0,E98,2100.0,,5300409229.0,0.0,2,14,140700000,ST,0.0,d29f8777c8c845eeace69ba755dae549,Dispolosgröße,COPOD,1.0
60025253,701806.0,5500008455.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,750.0,3712.0,4.949333333333334,100.0,E98,2100.0,,5300376795.0,0.0,2,14,140100000,ST,0.0,5e24c3204cca4699b2debbbb9431488e,Dispolosgröße,"ECOD, COPOD",1.0
00350009,700020.0,5500008699.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,21790.0,3873.0,0.1777420835245525,100.0,E20,3000.0,,5300014520.0,0.0,1,13,140200000,ST,0.0,938c47d9636c48cda0d4384c0d9645e0,"Dispolosgröße, Kalender, Disponent, Einkäufer",IForest,1.0
00230037,700020.0,5500007554.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,24660.0,2836.0,0.1150040551500405,100.0,E20,2100.0,,5300005238.0,0.0,1,14,140300000,ST,0.0,8a6676a50b244b1f8bf4b20e9dba1134,"Dispolosgröße, Planlieferzeit Vertrag, Disponent, Einkäufer",IForest,1.0
00350866,700020.0,5500008560.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,180.0,2891.0,16.06111111111111,100.0,E20,2000.0,,5300133687.0,0.0,1,28,140200000,ST,0.0,511d86ece1794fb592baa493b8cc8dda,"Dispolosgröße, DispoGruppe, Disponent, Einkäufer",IForest,1.0
00200192,700020.0,5500008563.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,9970.0,648.0,0.0649949849548646,100.0,E20,2100.0,,5300173132.0,0.0,1,28,100202000,ST,0.0,33d86ddd64a44e9f9164ddba284f6f5c,"Dispolosgröße, Disponent, Einkäufer, Warengruppe",IForest,1.0
00360624,701806.0,5500008449.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,170.0,3317.0,19.51176470588236,100.0,E98,2000.0,,5300073541.0,0.0,2,14,140100000,ST,0.0,5c3a5298c63b4b989eb43331f4b660c6,Dispolosgröße,"IForest, ECOD, COPOD",1.0
674252,700020.0,5500007551.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,11100.0,2974.0,0.2679279279279279,100.0,E20,2000.0,,5300118969.0,0.0,1,12,140300000,ST,0.0,716863befc9a41f3ab15550a58fb80b4,"Dispolosgröße, Planlieferzeit Vertrag, Disponent, Einkäufer",IForest,1.0
00370201,701806.0,5500008597.0,10.0,4.0,4,60,F,,208,208.0,Z011,V4,5220.0,467.0,0.089463601532567,100.0,E98,2100.0,,5300380109.0,0.0,2,14,140100000,ST,0.0,98facf8b1796470cb27a54e089b40ab0,Dispolosgröße,COPOD,1.0
00300221,700985.0,5500008573.0,10.0,14.0,14,93,F,,208,208.0,Z011,Y9,1200.0,318218.0,265.1816666666667,100.0,E13,3000.0,,5300133376.0,0.0,1,56,90100000,ST,0.0,d4b6b9a6c75f4f1d84989bbd445fbeb2,"Kalender, Disponent, Einkäufer, Warengruppe",IForest,1.0
34060847,700020.0,5500007558.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,1020.0,14994.0,14.7,100.0,E20,3000.0,,5300045501.0,0.0,1,56,140300000,ST,0.0,236e0df3cd5a49019a6930248a709f93,"Dispolosgröße, Planlieferzeit Vertrag, Disponent, Einkäufer",IForest,1.0
00100055,706611.0,5500008123.0,10.0,14.0,14,90,F,,208,208.0,Z011,Y5,50360.0,75271.0,1.4946584590945196,1.0,E14,2100.0,,5300091933.0,0.0,1,56,70300000,ST,0.0,cc13d9ade2fe4db89fa949075cdfd913,"Dispolosgröße, Disponent, Einkäufer, Gesamtbestand",IForest,1.0
00370880,700020.0,5500008567.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,3350.0,15321.0,4.573432835820896,100.0,E20,2100.0,,5300091592.0,0.0,1,12,140700000,ST,0.0,f074849ce28f4ab0a490476d5b885ed5,"Dispolosgröße, Planlieferzeit Vertrag, Disponent, Einkäufer",IForest,1.0
00370443,700020.0,5500008566.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,24020.0,5532.0,0.2303080766028309,100.0,E20,2100.0,,5300003700.0,0.0,1,13,140100000,ST,0.0,9248ac2610d1424c9a30fa67dc3aa7b6,"Dispolosgröße, Planlieferzeit Vertrag, Disponent, Einkäufer",IForest,1.0
36021002,2000.0,,0.0,0.0,0,0,F,40.0,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,2100.0,3000.0,5300289716.0,1.0,1,28,100202000,ST,,8f55ef85866b4e098572ee2f1a211764,,RoSAS,1.0
21326202,2000.0,,0.0,0.0,0,0,F,40.0,231,231.0,Z008,Y4,0.0,0.0,0,1.0,E14,2100.0,3000.0,5300228168.0,1.0,1,3,100201000,ST,,7e3b1f6386c84417bddcc21657a833a9,,RoSAS,1.0
60047067,2000.0,,0.0,0.0,0,0,F,40.0,231,231.0,Z001,Z7,0.0,0.0,0,100.0,,2100.0,3000.0,5300410773.0,1.0,1,2,100202000,ST,,a9afc43d5b7341969a39287dcc444111,,RoSAS,1.0
21276202,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,2000.0,,5300136657.0,1.0,1,71,100201000,ST,,4419a2fb8b4a4633a1256b9e5a52bd6b,,RoSAS,0.0
00345273,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,2100.0,,5300072172.0,1.0,1,35,100201000,ST,,e19c37a4d7604dd0b34c86962fa6696a,,RoSAS,0.0
00345274,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,2100.0,,5300072173.0,1.0,1,35,100201000,ST,,c479408fc1d24d509ef56795c982519f,,RoSAS,0.0
00345275,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,2100.0,,5300072174.0,1.0,1,36,100201000,ST,,0eab357bb5614f0cbc607d1a928a120e,,RoSAS,0.0
00200256,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,2100.0,,5300119174.0,1.0,1,36,50500000,ST,,efb9be8fb6564fd8a0c9abb566092e8b,,RoSAS,0.0
23752301,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,1.0,E14,2100.0,,5300186513.0,1.0,1,42,100100000,ST,,a0b6d32e02c9406688e99cf7ef80c73d,,RoSAS,0.0
23646101,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,1.0,E14,2100.0,,5300186515.0,1.0,1,42,100100000,ST,,9197bfb9b1024aa4902015bb25fddfca,,RoSAS,0.0
04000463,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,1.0,E14,2100.0,,5300170092.0,1.0,1,49,100201000,ST,,adaed5b685df4627ba85b943e79a9380,,RoSAS,0.0
60092683,715200.0,,0.0,0.0,0,0,F,,231,231.0,Z001,Z1,0.0,0.0,0,1.0,,2100.0,,5300535760.0,1.0,1,999,550100000,ST,,ea97e75043a548b88689e4c25e4ac834,,RoSAS,1.0
60092684,715200.0,,0.0,0.0,0,0,F,,231,231.0,Z001,Z1,0.0,0.0,0,1.0,,2100.0,,5300535759.0,1.0,1,999,550100000,ST,,40e7f2221b85402cb3165d5bddb48b03,,RoSAS,1.0
60100591,715200.0,,0.0,0.0,0,0,F,,231,231.0,Z001,Z1,0.0,0.0,0,1.0,,2100.0,,5300535762.0,1.0,1,999,550100000,ST,,c995d31891924efbb3e04c10c5b096de,,RoSAS,1.0
60096593,714198.0,,0.0,0.0,0,0,F,,231,231.0,Z001,Z1,0.0,0.0,0,1.0,,2100.0,,5300499504.0,1.0,1,999,40100000,ST,,ddeec2408b5d4d459f87c94afe32a43b,,RoSAS,1.0
60086488,714198.0,,0.0,0.0,0,0,F,,231,231.0,Z001,Z1,0.0,0.0,0,1.0,,2100.0,,5300499505.0,1.0,1,999,40100000,ST,,624d3d888b3c4423b670ce3741e5ba1b,,RoSAS,1.0
60086484,714198.0,,0.0,0.0,0,0,F,,231,231.0,Z001,Z1,0.0,0.0,0,1.0,,2100.0,,5300499507.0,1.0,1,999,40100000,ST,,63417b5d36b9497d9a746fdaba01d9c3,,RoSAS,1.0
60086486,714198.0,,0.0,0.0,0,0,F,,231,231.0,Z001,Z1,0.0,0.0,0,1.0,,2100.0,,5300499506.0,1.0,1,999,40100000,ST,,4b6c8a2514d64968859d24df0cc9d47a,,RoSAS,1.0
00290454,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,2100.0,,5300141061.0,1.0,1,58,100201000,M,,63c56fe4ac094a3689bc20669adc3abe,,RoSAS,0.0
04004297,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,1.0,E14,2100.0,,5300107727.0,1.0,1,15,10401000,M,,313b8135b32f489b9c0e00c54a436b33,,RoSAS,1.0
00200095,2000.0,,0.0,0.0,0,0,F,40.0,231,231.0,Z012,Y9,0.0,0.0,0,1000.0,E14,3000.0,3000.0,5300364259.0,1.0,1,42,100201000,MM,,fa8b9c54303b4ac99a261bf07095b877,,RoSAS,1.0
00200188,2000.0,,0.0,0.0,0,0,F,40.0,231,231.0,Z012,Z9,0.0,0.0,0,1000.0,,3000.0,3000.0,5300204410.0,1.0,1,56,100201000,MM,,50112a8a6cab4896897c7a4300e66f85,,RoSAS,1.0
04004297,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,1.0,E14,2000.0,,5300107727.0,1.0,1,15,10401000,M,,60edd20f7401441e90d0f0db12aad826,,RoSAS,1.0
00290454,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,2000.0,,5300141061.0,1.0,1,58,100201000,M,,ef7ca849bd2e41c1b72c1f50a48d3b56,,RoSAS,0.0
60100591,2000.0,,0.0,0.0,0,0,F,40.0,231,231.0,Z012,Z5,0.0,0.0,0,1.0,,3000.0,3000.0,5300544585.0,0.0,0,28,550100000,ST,,6ab995064e7043f0806ac83d1ea09e19,,RoSAS,1.0
01242681,701710.0,,0.0,0.0,0,0,F,40.0,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,2100.0,,5300144855.0,1.0,1,2,100202000,ST,,f8a7382c43ae4a5ba57a016a8a29ef61,,RoSAS,1.0
00200256,701710.0,,0.0,0.0,0,0,F,40.0,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,3000.0,,5300119174.0,1.0,1,36,50500000,ST,,4468191450c84f918a7dc40c8d6724ca,,RoSAS,1.0
24043000,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,1370.0,293728.0,214.4,1.0,E14,2100.0,,5300158768.0,1.0,1,112,550100000,ST,,90bbd2f99e134e37acbb22218b4b76d5,,RoSAS,0.0
34761302,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y5,8280.0,211311.0,25.520652173913042,1.0,E14,2700.0,,5300047026.0,1.0,1,14,100201000,ST,,a2b880f56d074f30ac640e96f59bbc86,,RoSAS,1.0
34761302,702324.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y5,7590.0,190699.0,25.125032938076416,1.0,E14,2800.0,,5300072235.0,1.0,1,105,100201000,ST,,4827e812be39475f8be3fe76aee1b7c9,,RoSAS,1.0
24043000,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,1370.0,293728.0,214.4,1.0,E14,2100.0,,5300158768.0,1.0,1,112,550100000,ST,,c4f6390bb6724e3880618851b315acd1,,RoSAS,0.0
23692820,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,120.0,2700.0,22.5,1.0,E14,2100.0,,5300117697.0,1.0,1,92,100100000,ST,,19098cb849d4489797a220e28e9eddf2,,RoSAS,0.0
00200030,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,150.0,4607.0,30.713333333333335,1.0,E14,2000.0,,5300002387.0,1.0,1,63,100201000,ST,,8349320aa986497a9cd0d21bcacbd3a8,,RoSAS,0.0
00200030,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,1210.0,39688.0,32.8,1.0,E14,2100.0,,5300002387.0,1.0,1,63,100201000,ST,,5bd809e8da994f73b85df6b35db5eaf8,,RoSAS,0.0
04000463,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,30.0,942.0,31.4,1.0,E14,2000.0,,5300170092.0,1.0,1,49,100201000,ST,,270e748d8501414c9f9ee2fb260d83fe,,RoSAS,0.0
24043001,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z008,Y4,310.0,44051.0,142.1,1.0,E14,2100.0,,5300155361.0,1.0,1,56,100201000,ST,,f16d8797abc145449694e5b5cf0e39ee,,RoSAS,0.0
60035373,701710.0,,0.0,0.0,0,0,F,,231,231.0,Z012,Y4,4500.0,695167.0,154.48155555555556,1.0,E14,3000.0,,5300388236.0,1.0,1,99,100201000,ST,,e85e4944e93443d4a47d9afef5ac4377,,RoSAS,0.0
60053263,702225.0,,0.0,0.0,0,0,F,,231,231.0,Z013,Z3,7720.0,2683218.0,347.56709844559583,1.0,,2000.0,,5300541465.0,1.0,1,42,10401000,ST,,aa42cf6f6c914425b142c8b01157b24f,,RoSAS,0.0
60092407,714198.0,,0.0,0.0,0,0,F,,231,231.0,Z001,Z1,7230.0,5099519.0,705.3276625172891,1.0,,2000.0,,5300477081.0,1.0,1,140,40100000,ST,,89bf12ba9de6476eb8c9c1a78923859e,,RoSAS,0.0
60082758,714198.0,,0.0,0.0,0,0,F,,231,231.0,Z001,Z1,8030.0,5715683.0,711.7911581569116,1.0,,2000.0,,5300477080.0,1.0,1,140,40100000,ST,,89b231a01d25430b8552da62dd3c7751,,RoSAS,0.0
60092407,714198.0,,0.0,0.0,0,0,F,,231,231.0,Z001,Z1,0.0,0.0,0,1.0,,2100.0,,5300477081.0,1.0,1,999,40100000,ST,,cae001f90e1a49ab8742216b273b2432,,RoSAS,1.0
60082758,714198.0,,0.0,0.0,0,0,F,,231,231.0,Z001,Z1,0.0,0.0,0,1.0,,2100.0,,5300477080.0,1.0,1,999,40100000,ST,,dc582f6d9e454c8dbe409be85112f77b,,RoSAS,1.0
60114109,702225.0,,0.0,0.0,0,0,F,,231,231.0,Z012,Z1,0.0,0.0,0,1.0,,3000.0,,5300540484.0,1.0,1,70,10401000,ST,,9f8ead96620d433a9085323b7a7cac48,,RoSAS,0.0
60114218,702225.0,,0.0,0.0,0,0,F,,231,231.0,Z012,Z1,0.0,0.0,0,1.0,,3000.0,,5300540485.0,1.0,1,70,10401000,ST,,89140b6001f849e896aff7b80599c2c2,,RoSAS,0.0
60053217,702225.0,,0.0,0.0,0,0,F,,231,231.0,Z012,Z1,0.0,0.0,0,1.0,,3000.0,,5300541464.0,1.0,1,70,10401000,ST,,0c29c4cd782742dfbbb014f0a190d78f,,RoSAS,0.0
60053263,702225.0,,0.0,0.0,0,0,F,,231,231.0,Z012,Z1,0.0,0.0,0,1.0,,3000.0,,5300541465.0,1.0,1,70,10401000,ST,,c51f2e5cfcb5481e82364ae491e1e08a,,RoSAS,0.0
00200218,701710.0,5500006536.0,10.0,14.0,14,42,F,,231,231.0,Z011,Z9,701600.0,17999.0,0.025654218928164198,1000.0,,2000.0,,5300143552.0,1.0,1,35,100201000,MM,,242ac0beef8745dabdb2a0b3a542708f,,RoSAS,1.0
28041102,701710.0,4600001339.0,10.0,84.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,2000.0,,5300072687.0,1.0,1,84,100201000,ST,,71cbadf0f1a74a39a006f922fbf71de6,,RoSAS,0.0
28041102,701710.0,4600001339.0,10.0,84.0,0,0,F,,231,231.0,Z008,Y4,0.0,0.0,0,100.0,E14,2100.0,,5300072687.0,1.0,1,84,100201000,ST,,b2b3db7a88184d0eb0dbc681307a4fd4,,RoSAS,0.0
01240740-01,701710.0,5500008487.0,10.0,14.0,14,50,F,,231,231.0,Z012,Z7,2780.0,121237.0,43.61043165467626,100.0,,3000.0,,5300374696.0,1.0,1,70,100202000,ST,,7053d24f4156409e88983fbc2f0a8fc2,,RoSAS,1.0
01240745,701710.0,5500008488.0,10.0,14.0,14,50,F,,231,231.0,Z012,Z7,6590.0,359622.0,54.57086494688922,100.0,,3000.0,,5300171850.0,1.0,1,999,100202000,ST,,8191dbd69fd24a188592b49350dc4f1f,,RoSAS,1.0
